Date,Close,Open
2003-03-17,1.06,1.06
2003-03-21,1.06,1.06
2003-04-02,1.06,1.06
2003-04-08,1.06,1.06
2003-04-10,1.06,1.06
2003-04-22,1.06,1.06
2003-05-06,1.06,1.06
2003-07-15,1.06,1.06
2003-07-29,1.06,1.06
2003-08-14,1.06,1.06
2003-08-18,1.06,1.06
2003-09-05,1.06,1.06
2003-09-17,1.06,1.06
2003-09-19,1.06,1.06
2003-10-17,1.06,1.06
2003-11-05,1.06,1.06
2003-11-18,1.06,1.06
2003-12-19,1.06,1.06
2004-05-10,1.06,1.06
2004-06-10,1.06,1.06
2004-06-29,1.06,1.06
2004-07-12,1.06,1.06
2004-07-13,1.06,1.06
2004-11-01,1.06,1.06
2004-11-17,1.01,NA
2004-11-18,0.96,0.96
2004-11-24,0.92,0.92
2004-11-25,0.88,0.88
2004-11-26,0.84,0.84
2004-11-29,0.8,0.8
2004-11-30,0.76,0.76
2004-12-01,0.73,0.73
2004-12-02,0.7,0.7
2004-12-03,0.67,0.67
2005-04-14,0.67,0.67
2005-06-10,0.67,0.67
2005-07-04,0.67,0.67
2005-07-29,0.67,0.67
2005-08-11,0.67,0.67
2005-12-02,0.67,0.67
2006-06-20,0.67,0.67
2007-04-18,0.67,0.67
2007-04-19,0.67,0.67
2007-05-04,0.67,0.67
2007-05-23,0.67,0.67
2007-05-24,0.67,0.67
2007-05-25,0.7,0.7
2007-06-12,0.7,0.7
2007-06-27,0.7,0.7
2007-07-02,0.7,0.72
2007-07-04,0.7,0.7
2007-07-13,0.7,0.7
2007-07-16,0.73,0.7
2007-07-20,0.73,0.73
2007-07-23,0.73,0.73
2007-07-24,0.76,0.76
2007-07-27,0.76,0.76
2007-07-31,0.76,0.76
2007-08-01,0.76,0.76
2007-08-06,0.76,0.76
2007-08-14,0.79,0.79
2007-08-16,0.97,0.91
2007-08-21,0.97,0.97
2007-08-24,0.97,0.97
2007-08-29,0.97,0.97
2007-09-04,0.97,0.97
2007-09-10,0.97,0.97
2007-09-11,0.97,0.97
2007-09-13,0.97,0.97
2007-09-19,0.97,0.97
2007-09-21,0.97,0.97
2007-09-24,0.97,0.97
2007-09-25,1.01,1.01
2007-09-27,1.01,1.01
2007-10-02,1.06,1.06
2007-10-04,1.11,1.11
2007-10-08,1.11,1.12
2007-10-09,1.11,1.11
2007-10-10,1.11,1.11
2007-10-19,1.11,1.11
2007-10-23,1.11,1.13
2007-10-24,1.11,1.11
2007-10-26,1.11,1.11
2007-10-31,1.11,1.11
2007-11-01,1.11,1.11
2007-11-13,1.11,1.15
2007-11-16,1.16,1.16
2007-11-21,1.16,1.16
2007-11-23,1.16,1.16
2007-11-26,1.16,1.16
2007-11-28,1.16,1.16
2007-11-29,1.16,1.16
2007-11-30,1.16,1.18
2007-12-03,1.16,1.16
2007-12-10,1.16,1.16
2007-12-14,1.21,1.18
2007-12-17,1.21,1.21
2008-01-04,1.27,1.27
2008-01-08,1.33,1.33
2008-01-09,1.39,1.39
2008-01-10,1.39,1.43
2008-01-11,1.45,1.45
2008-01-14,1.52,1.52
2008-01-16,1.59,1.59
2008-01-17,1.59,1.59
2008-01-18,1.66,1.66
2008-01-22,1.74,1.74
2008-01-23,1.82,1.82
2008-01-24,1.91,1.91
2008-01-25,2,2
2008-01-28,2.1,2.1
2008-01-29,2.2,2.2
2008-01-31,2.31,2.31
2008-02-01,2.42,2.42
2008-02-04,2.54,2.54
2008-02-05,2.66,2.66
2008-02-06,2.79,2.79
2008-02-08,3.06,3.06
2008-02-11,3.21,3.21
2008-02-12,3.37,3.37
2008-02-13,3.53,3.53
2008-02-14,3.7,3.7
2008-02-15,3.88,3.88
2008-02-18,4.07,4.07
2008-02-19,4.27,4.27
2008-02-21,4.48,4.48
2008-02-22,4.7,4.7
2008-02-25,4.93,4.93
2008-02-26,5.17,5.17
2008-02-27,5.17,5.17
2008-02-28,5.42,5.4
2008-02-29,5.69,5.69
2008-03-03,5.97,5.97
2008-03-04,6.26,6.26
2008-03-05,6.57,6.57
2008-03-06,6.89,6.89
2008-03-07,7.23,7.23
2008-03-10,7.59,7.59
2008-03-11,7.96,7.96
2008-03-12,8.35,8.35
2008-03-17,8.76,8.76
2008-03-18,9.19,9.19
2008-03-20,9.64,9.64
2008-03-25,10.12,10.12
2008-03-26,10.62,10.62
2008-03-27,11.15,11.15
2008-03-28,11.7,11.7
2008-03-31,12.28,12.28
2008-04-01,12.89,12.89
2008-04-02,13.53,13.53
2008-04-03,14.2,14.2
2008-04-04,14.91,14.91
2008-04-07,15.29,14.8
2008-04-08,15.79,15.72
2008-04-09,16.57,16.51
2008-04-10,17.39,17.02
2008-04-11,18.25,18.25
2008-04-14,19.16,18.57
2008-04-15,20.11,20.11
2008-04-16,21.11,20.74
2008-04-17,22.16,22.15
2008-04-18,23.26,22.2
2008-04-21,22.99,23.1822
2008-04-22,21.85,21.85
2008-04-23,20.76,20.76
2008-04-24,19.73,19.73
2008-04-25,18.75,18.75
2008-04-28,18.75,18.75
2008-04-29,18.75,17.97
2008-04-30,17.82,17.82
2008-05-02,17.82,17.82
2008-05-05,16.93,17.44
2008-05-06,16.93,16.93
2008-05-07,16.93,16.99
2008-05-08,16.93,17.02
2008-05-09,16.93,16.93
2008-05-13,16.93,16.33
2008-05-14,16.93,16.41
2008-05-15,16.93,16.87
2008-05-16,16.93,16.93
2008-05-20,16.93,16.34
2008-05-21,16.93,16.18
2008-05-22,16.93,16.93
2008-05-23,16.93,16.93
2008-05-27,16.93,16.91
2008-05-30,16.93,16.93
2008-06-02,16.93,16.09
2008-06-03,16.93,16.93
2008-06-06,16.93,16.09
2008-06-10,16.93,16.93
2008-06-13,16.93,16.93
2008-06-26,16.09,16.09
2008-06-30,16.09,16.09
2008-07-04,15.29,15.29
2008-07-14,15.29,15.29
2008-07-15,15.29,15.29
2008-07-23,15.29,15.29
2008-07-24,15.29,15.29
2008-07-25,15.29,15.29
2008-07-28,15.29,15.29
2008-07-30,15.29,15.29
2008-08-05,15.29,15.29
2008-08-06,15.29,15.29
2008-09-04,15.93,15.93
2008-09-09,15.93,15.93
2008-09-11,15.93,15.93
2008-09-15,15.93,15.93
2008-09-16,15.93,15.93
2008-10-06,15.93,15.93
2008-10-07,15.93,15.93
2008-10-14,15.93,15.93
2008-10-23,15.93,15.93
2008-11-18,15.29,15.29
2008-11-19,15.29,15.29
2008-11-20,15.29,15.29
2008-12-15,15.29,15.29
2008-12-18,15.29,15.29
2008-12-30,15.29,15.29
2009-01-02,15.29,15.29
2009-03-20,15.29,15.29
2009-06-10,12.73,12.73
2009-08-24,13.4,13.4
2009-08-28,13.4,13.4
2009-09-16,13.4,13.4
2009-10-14,13.4,13.4
2009-10-20,13.4,13.4
2009-10-21,13.4,13.4
2009-11-19,13.4,13.4
2009-11-20,13.4,13.4
2009-12-10,13.4,13.4
2009-12-31,13.4,13.4
2010-01-06,13.4,13.4
2010-01-07,13.4,13.4
2010-01-08,13.4,13.4
2010-01-12,13.4,13.4
2010-02-15,13.4,13.4
2010-03-04,13.4,13.4
2010-03-16,13.4,13.4
2010-03-29,13.4,13.4
2010-03-31,13.4,13.4
2010-04-12,13.4,13.4
2010-04-15,13.4,13.4
2010-04-21,13.4,13.4
2010-04-22,13.4,13.4
2010-04-30,13.4,13.4
2010-05-05,13.4,13.4
2010-05-11,13.4,13.4
2010-06-01,13.4,13.4
2010-06-02,13.4,13.4
2010-06-07,13.4,13.4
2010-06-22,13.4,13.4
2010-07-27,13.4,13.4
2010-07-28,13.4,13.4
2010-08-23,13.4,13.4
2010-08-25,13.4,13.4
2010-09-06,13.4,13.4
2010-09-08,13.4,13.4
2010-09-27,13.4,13.4
2010-10-26,13.4,13.4
2010-11-01,13.4,13.4
2010-11-02,13.4,13.4
2010-11-12,13.4,13.4
2011-01-19,13.4,13.4
2011-01-25,13.4,13.4
2011-01-26,12.73,13.4
2011-01-31,12.1,12.73
2011-02-02,11.5,12.1
2011-02-23,11.5,11.5
2011-02-25,11.5,11.5
2011-03-02,10.93,11.5
2011-03-08,10.93,10.93
2011-04-13,10.93,10.93
2011-05-04,10.93,10.93
2011-05-05,10.93,10.93
2011-05-13,10.93,10.93
2011-05-17,10.93,10.93
2011-06-03,10.93,10.93
2011-06-07,10.93,10.93
2011-06-09,10.93,10.93
2011-06-10,10.93,10.93
2011-06-13,10.93,10.93
2011-06-14,10.93,10.93
2011-06-27,10.93,10.93
2011-07-05,10.93,10.93
2011-07-27,10.93,10.93
2011-10-18,10.93,10.93
2011-10-27,10.93,10.93
2011-10-31,10.93,10.93
2011-11-14,10.93,10.93
2011-12-02,10.93,10.93
2012-01-04,10.93,10.93
2012-03-22,10.93,10.93
2012-03-26,10.93,10.93
2012-04-25,10.93,10.93
2012-04-30,10.93,10.93
2012-05-24,10.93,10.93
2012-05-30,10.93,10.93
2012-07-04,10.93,10.93
2012-07-31,10.93,10.93
2012-08-03,10.93,10.93
2012-09-24,10.93,10.93
2012-11-07,10.93,10.93
2012-12-18,10.93,10.93
2013-01-29,10.93,10.93
2013-01-31,10.93,10.93
