"Date","NSE Index","Deals","Traded Volume","Traded Value","Market Capitalization"
"2009-07-09",25658.14,8528,359571008,2829082477.69,5881302744870.59
"2009-07-08",26026.89,8686,1031371008,3812274655.79,5961820328813.5
"2009-07-07",26164.42,11168,348985920,3324050548.77,5966982965920.51
"2009-07-06",26764.39,934,44247776,405500427.92,6103810408070.21
"2009-07-03",27086.56,8549,384847168,3402006813.56,6177285141437.68
"2009-07-02",27238.94,9226,553079744,4086614826.95,6212035167388.08
"2009-07-01",27217.59,9620,412398368,4057715702.68,6207166298642.68
"2009-06-30",26861.55,10595,549046976,4107586649,6125969627313.27
"2009-06-29",26249.28,8360,438795712,3404287916.71,5986336226962.88
"2009-06-26",25813.55,7068,322473728,3909498590.52,5886964850202.63
"2009-06-25",26116.87,4463,230206880,2609846456.16,5956139593856.74
"2009-06-24",26927.65,6374,638384704,4411888674.64,6141044674788.64
"2009-06-23",27910.89,10137,923479744,5304235223.51,6365278682469.82
"2009-06-22",28627.29,8686,521426592,4408785557.82,6528659722455.4
"2009-06-19",28910.19,9582,550751104,5666307421.73,6593176104454.99
"2009-06-18",29215.89,11421,703682368,6511163191.22,6662892789386.66
"2009-06-17",29574.89,10443,518010624,4675288019.3,6744796361365.64
"2009-06-16",30013.26,11645,528247904,4634257191.43,6844740052878.3
"2009-06-15",29415.6,10168,450434944,3855963944.05,6708437897852.37
"2009-06-12",28713.67,9403,340823200,2426735582.66,6548358365302.66
"2009-06-11",28580.71,8844,344858176,2510438652.97,6518035308605.78
"2009-06-10",28565.98,9775,399344192,2429714057.82,6514676842494.11
"2009-06-09",28674.6,12374,481109408,3455809102.55,6539448485294.79
"2009-06-08",28849.95,11058,355898720,2947806949.38,6567013380298.57
"2009-06-05",29088.61,10955,565524352,3607314354.41,6621339240214.69
"2009-06-04",29514.8,15060,500233696,4685598493.16,6717431099075.65
"2009-06-03",30193.42,14284,856022592,6997313916.8,6871882694652.96
"2009-06-02",30924.97,11544,723730880,7771601201.22,7038378116077.21
"2009-06-01",30745.74,5643,382450528,3786759979.01,6997586665121.09
"2009-05-28",29716.52,6895,435585216,4298946953.23,6763342384471.4
"2009-05-27",28676.8,8159,435444576,3255061364.25,6526706601508.99
"2009-05-26",27942.54,7950,349106560,2805958529.43,6359591038622.26
"2009-05-25",27385.56,7864,596613888,3057512372.27,6232826090781.27
"2009-05-22",26989.04,9310,427489024,4104259934.54,6142579913118.56
"2009-05-21",27049.81,8290,513018592,4258402128.33,6156406911847.31
"2009-05-20",26339.7,6568,373697184,3268247067.76,5994792115121.65
"2009-05-19",25473.16,6684,329622656,2309800497.15,5797573057578.23
"2009-05-18",24585.56,9900,439955904,3036382899.63,5597834560358.71
"2009-05-15",24796.42,7746,538704768,2911942204.88,5631759399562.52
"2009-05-14",25294.09,11056,974314688,6147663043.01,5744789899176.31
"2009-05-13",25750.42,5494,484810752,2861126680.73,5848432792878.49
"2009-05-12",25031.97,5121,414849568,2969267123.74,5687915245080.29
"2009-05-11",24363.37,3954,183779264,1173491325.23,5535991479.04
"2009-05-08",23516.06,6159,352108640,2441988415.29,5343506201907.17
"2009-05-07",22684.34,5195,251484896,2003933411.16,5154472891034.44
"2009-05-06",22125.33,5220,428142112,2180390230.26,5027451336274.88
"2009-05-05",21674.04,6923,202378640,1724180178.86,492906545107.84
"2009-05-04",21442.25,6896,230174304,2059323214.8,4872237133437.62
"2009-04-30",21491.11,6602,470116000,3195739507.31,4883340542293.18
"2009-04-29",21353.01,6866,408038176,2505587240.16,4849456196045.83
"2009-04-28",21460.98,7536,354358464,3366835149.22,4873975374732.37
"2009-04-27",21450.92,6169,329108160,2434358096.81,4871691895705.96
"2009-04-24",21455.92,6343,292290432,2288429168.75,4872826308202.54
"2009-04-23",21303.02,6152,283086496,1686165519.3,4838102274221.74
"2009-04-22",20677.1,6343,184506704,1089658359.52,4695949154259.83
"2009-04-21",20286.52,5837,337923072,1712723753.19,4589652623683.46
"2009-04-20",20174.43,5593,217112064,1602567768.09,4564294364914.03
"2009-04-17",19983.09,5146,172689120,953343499.46,4521004879352.6
"2009-04-16",19858.96,6291,2596856832,8276276135.96,4492921418493.83
"2009-04-15",19814.92,6145,263144816,1414707146.84,4482956409936.39
"2009-04-14",19837.41,5510,177370704,1248328787.27,4487672365487.57
"2009-04-09",19913.86,6632,261362704,1614895486.89,4504968468663.18
"2009-04-08",19980.79,6417,237436896,1440894915.82,4520108336250.61
"2009-04-07",20018.55,6708,246067552,1297318548.73,4528650882917.9
"2009-04-06",19962.57,5430,155144496,1224610497.55,4515986929192.17
"2009-04-03",19954.15,5891,432385504,2472199345.34,4514081368770.44
"2009-04-02",19879.54,4677,286702880,1330052181.79,4497204291897.06
"2009-04-01",19871.69,5662,251202672,1212680873.21,4495427904905.44
"2009-03-31",19851.89,5489,397374048,2582255242.99,4483756986477.83
"2009-03-30",19825.08,5172,347941920,2159348531.85,4477488502574.23
"2009-03-27",19836.48,5298,424110368,2119634887.89,4480065293264.84
"2009-03-26",19803.6,5169,798696128,2661314826.55,4472623652495.77
"2009-03-25",19959.87,5888,206417888,1187121212.31,4507931510143.18
"2009-03-24",20018.6,6010,839630784,4821885073.98,4507402983681.84
"2009-03-23",20296.67,5851,492107840,2802906092.63,4570015026569.93
"2009-03-20",20370.06,5304,189090480,1329907735.27,4586538020049.49
"2009-03-19",20258.72,7091,264080144,1255463895.06,4561470476649.64
"2009-03-18",20373.68,6542,225097168,879417031.23,4589226641584.47
"2009-03-17",20650.99,8009,306261152,1485507288.49,4648987505514.5
"2009-03-16",20848.43,6111,202512192,1111733126.79,4665952568903.48
"2009-03-13",21003.42,6867,665302592,2291511424.25,4700639171139.54
"2009-03-12",21163.97,5907,385980192,1047263412.59,4736571812911.06
"2009-03-11",21436.14,6232,221194080,1345981786.2,4797484105377.59
"2009-03-10",21608.07,6839,295429024,1654759034.57,4835962563976.09
"2009-03-06",21893.04,6764,402755456,2108512271.14,4899740007271.59
"2009-03-05",21965,6769,244507248,1460030656.69,4915967130946.73
"2009-03-04",21980.02,6846,250948352,1521212487.07,4919206986957.18
"2009-03-03",22170.38,7391,371049056,2617263036.23,4961808477587.25
"2009-03-02",22684.18,5871,271087648,1715830336.91,5076800623114
"2009-02-27",23377.14,7033,500456832,2980496492.6,5231887201139.84
"2009-02-26",23594.06,7750,421894624,3035014061.2,5280433477092.38
"2009-02-25",23314.96,6861,230241744,1545402299.08,5215456039745.35
"2009-02-24",22933.82,7643,274116576,2354962536.39,5130197370446.47
"2009-02-23",22794.28,6608,164247600,1266083104.87,5098981338359.54
"2009-02-20",22711.91,7415,318971680,2158861480,5080555286744.8
"2009-02-19",22728.76,7947,224783888,1310209095.05,5084325978974.76
"2009-02-18",22800.7,7154,456563424,1577174149.36,5100419030409.93
"2009-02-17",23059.02,7859,318388768,1698952492.73,5158202879659.98
"2009-02-16",23366.2,6833,224860000,989606858.61,5226917895519.16
"2009-02-13",23635.92,7508,300566496,1645065981.81,5286634752019.78
"2009-02-12",23814.46,8450,362154560,2595727411.28,5326570736657.57
"2009-02-11",23841.99,8860,260972064,1456176438.51,5332727253456.69
"2009-02-10",24123.22,10372,358492992,1984059571.93,5395630942581.54
"2009-02-09",24121.21,7534,243231840,1692285671.58,5395183406761.91
"2009-02-06",23817.83,8746,381647200,2099761629.54,5327323846162.09
"2009-02-04",22838.32,6100,282765472,1161872314.12,5108236054866.05
"2009-02-03",22349.44,7117,456379232,1761594059.69,4998890354638.04
"2009-02-02",22085.15,7352,323904640,1826197061.35,4939775394229.46
"2009-01-30",21813.76,6514,327193760,1472133568.43,4879075056133.74
"2009-01-29",21715.82,6525,273940000,1492816862.36,4857166788707.7
"2009-01-23",24000.09,6072,216057248,1173184610.35,5345430353368.42
"2009-01-22",24762.5,7223,210169072,1356130134.16,5515237403368.63
"2009-01-21",25397.26,7270,280639776,173061893402,5656615030510.28
"2009-01-20",26247.84,8495,467391392,1868408224.06,5840543281333.56
"2009-01-19",26667.09,7987,247720960,1714330115.06,5933833672384.85
"2009-01-16",27108.54,6064,150470112,1253735575.33,603206198392071
"2009-01-15",27421.05,7747,255346864,1495782321.97,6101601329799.49
"2009-01-14",28103.1,7582,207039552,1323015550.58,6216888250547.26
"2009-01-13",28848.4,8284,189327776,1580707259.34,6381762914288.87
"2009-01-12",29073.73,4248,134988768,1152153672.67,6431609654583.84
"2009-01-09",28866.8,6538,261509184,1897189165.42,6388832323407.53
"2009-01-08",28690.8,6653,168901200,1440960664.68,6346898320166.95
"2009-01-07",29176.8,6805,248796512,1449202343.3,6454409046582.04
"2009-01-06",30000.75,7683,168172560,1214541953.44,6636680765573.31
"2009-01-05",30816.23,6424,197633984,1249429142.04,6817080470493.35
"2009-01-02",31357.24,4308,191938320,1291695642.49,6936760373738.4
"2008-12-31",31450.78,7613,323748736,1992732638.81,6957453501008.4
"2008-12-30",31446.96,6762,305173824,1824899160.4,6956607853020.66
"2008-12-29",31182.43,5050,170896416,1308659763.45,6898094881532.38
"2008-12-24",30728.91,6360,503610560,5693317148.31,6797762752098.67
"2008-12-23",30276.03,7444,324599520,2062494445.76,6697578174644.32
"2008-12-22",30050.89,6218,332796608,1907658365.16,6647772789517
"2008-12-19",29581.84,8260,383900096,2619663500.88,6537374559298.26
"2008-12-18",28985.7,6438,301719616,2043403294.59,6412134667873.53
"2008-12-17",28390.83,7599,457320000,2732287219.19,6280539264207.67
"2008-12-16",28085.01,7795,437951712,2758393813.75,6212886613287.13
"2008-12-15",28254.03,7713,489624224,3008360694.49,6250276740453.82
"2008-12-12",28677.44,6891,218504528,1644608461.24,6.34394e+12
"2008-12-11",29261.75,7749,347321760,2351135053.05,6.4732e+12
"2008-12-10",29925.24,6995,207879776,1446300873.58,6.61998e+12
"2008-12-05",30653.65,7368,321290752,1937778900.62,6.78111e+12
"2008-12-03",31424.2,7865,352463904,2494489158.45,6951581675282.43
"2008-12-02",31542.52,7923,355249792,2609783767.95,6.97775e+12
"2008-12-01",32214.35,7012,201119136,1636946474,7.12637e+12
"2008-11-27",33513.72,9085,370751584,2580780477.06,7396106448584.92
"2008-11-26",33530.58,9789,436158176,3133125441.55,7399825537165.63
"2008-11-26",33834.94,10415,446065408,3394511106.55,7466995450555.87
"2008-11-24",33836.12,7331,224365392,1842232080.3,7.46725e+12
"2008-11-21",34660.65,9122,542603328,4504254471.03,7649221311309.15
"2008-11-20",35438.59,8262,322178720,2099378448,7820903060415.94
"2008-11-19",36703.98,10936,415687360,2750272854.44,8100160363410.96
"2008-11-18",37865.16,11436,6347555328,5568076970.12,8356420501060.57
"2008-11-17",38018.44,11444,499189792,6076551099.62,8390247414066.36
"2008-11-14",37876.06,14171,414743136,4336995701.75,8309131167836.71
"2008-11-13",37333.64,12161,569950144,5363515665.73,8190137116257.11
"2008-11-12",36538.14,10426,380324032,3675046951.4,8015621621564.13
"2008-11-11",35738.02,7935,283853120,2528871089.15,7840095286052.57
"2008-11-10",34973.05,9046,349347520,2649428529.94,7672276332493.06
"2008-11-07",34351.81,10049,452527904,3535063911.01,7535992625774.89
"2008-11-06",33872.69,11368,780488000,5485341135.4,7430884164055.85
"2008-11-05",33754.11,6420,232367712,1608523001.68,7404871201443.89
"2008-11-04",34327.64,6188,163968256,1536004828.55,7530689980735.79
"2008-11-03",35213.45,4820,159601680,1571891480.97,7725015459665.21
"2008-10-31",36325.86,5277,168408208,1219709577.8,7969051638349.47
"2008-10-30",37497.96,5110,165782736,1479050548.54,8226184897163.63
"2008-10-29",38869.32,6032,249216096,1593748153.54,8527027959093.05
"2008-10-28",40162.91,4383,223381760,1233644160.96,8810812619938.49
"2008-10-27",41640.15,4670,281232096,1666957242.71,9134884958220.05
"2008-10-24",41884.1,3970,284544480,17491881384.99,9188401724154.31
"2008-10-23",41952.73,4421,438375424,4243749421.83,9203289037678.02
"2008-10-22",42206.96,5322,124874744,843155953.49,9259069271032.56
"2008-10-21",42469.52,2050,65481852,663507731.05,9316667138099.91
"2008-10-20",42692.19,9123,74216192,965778407.29,9109663987631.3
"2008-10-17",42957.36,4105,175092896,1184549550.76,9166246644755.94
"2008-10-16",43206.32,5619,134089232,970835611.57,9219369451617.99
"2008-10-15",43492.56,5453,244912448,1153329093.51,9261191849238.21
"2008-10-14",44056.96,6252,252293168,2948993679.18,9314309822977.19
"2008-09-26",46216.13,7603,364841440,2365765420.05,9836914013504.09
"2008-09-25",46466.8,6627,323369888,2154001824.54,9850246621435.31
"2008-09-24",46723.42,6587,314598912,2786015926.67,9904647857410.18
"2008-09-23",46974.54,8006,312681056,2715526499.58,9957879491625.42
"2008-09-22",47194.99,8617,666799872,3623900290.12,9993037963837.35
"2008-09-19",47317.94,12178,581488576,6000646701.22,10019072017029.8
"2008-09-18",47403.8,11899,679238016,8934953521.63,10037252401756
"2008-09-17",48129.23,8176,821629248,7723311982.67,10088727157829.3
"2008-09-16",48378.72,8389,417995872,4361925925.85,10141025682430
"2008-09-15",48558.63,8856,572218304,12268160100.94,10178737754486.1
"2008-09-12",48738.15,7295,507566528,12832814213.52,10216366459111.7
"2008-09-11",48913.35,8988,879100608,17994293066.03,10253091679471.5
"2008-09-10",49086.89,8070,604557376,12936840053.78,10280562711257.2
"2008-09-09",49263.87,11554,295437440,3113607448.5,10317627697383
"2008-09-08",49412.21,8464,361323712,3385765645.39,10348696486945.1
"2008-09-05",49615.55,11890,553753472,8030990281.88,1.039128e+13
"2008-09-04",49787.13,13161,61320012,5343680080.68,10427217640295.5
"2008-09-03",49896.65,16419,612560704,5315043708.27,10320953001919
"2008-09-02",49897.86,15396,657412992,7579355387.76,10284601365689.6
"2008-09-01",49204.61,9077,512680352,4938139967.87,10140317500059.1
"2008-08-29",47789.2,6593,770914432,9633066491.45,9744461293958.35
"2008-08-28",46312.27,7187,484975904,484975918,9443306877056.01
"2008-08-27",44572.85,8672,1054205568,14870507827.02,9088630946752.21
"2008-08-26",43199.47,12801,403050976,5097893014.6,8808591272135
"2008-08-25",43382.48,8548,653563840,3925682391.42,8845907847257.53
"2008-08-22",44357.01,12903,498106368,5786033562.55,9044619760833.85
"2008-08-21",45003.96,9521,689940864,5139502359.84,9176556518910
"2008-08-20",45691.08,11781,573912832,7734288373.96,9316643180840.04
"2008-08-19",46294.32,11800,1238556344320,9556301295.07,9439646250196.08
"2008-08-18",46621.07,10587,823781888,4440104702.55,9506272684400.63
"2008-08-15",47517.87,10298,491715136,4164374287.3,9689135900697.78
"2008-08-14",48042.08,12517,1314367488,9925649937.65,9796229137903.76
"2008-08-13",48734.18,12183,611270656,6031221796.76,9927057172283.37
"2008-08-13",49318.32,12183,611270656,6031221796.76,10046044381722
"2008-08-12",49318.32,14384,838590464,7474035566.31,10046044381722
"2008-08-11",49781.84,11421,1174809856,20343061939.56,10140462486837
"2008-08-11",49781.84,11421,1174809856,20343061939.56,10140462486537.7
"2008-08-08",49705.56,10260,386730912,4778377898.04,10124517338781.1
"2008-08-07",51058.51,18203,671858432,9329267817.92,10246141550266.2
"2008-08-06",51058.51,16059,903234112,13557250132.16,10246141550266.2
"2008-08-05",52103.29,15623,783479616,10172504762.79,10455802918322.2
"2008-08-04",52103.29,12341,502816512,5854714208.69,10455802918322.2
"2008-08-01",52641.55,16336,566029376,6676784705.51,10546613864975.8
"2008-07-31",52916.66,15771,630075072,7322621471.6,10601731701321.4
"2008-07-30",52916.66,14338,736201984,10475815534.51,10601731701321.4
"2008-07-29",52259.45,13839,758389504,7926024573.76,10470062176644.1
"2008-07-28",51205.37,12396,422429568,5755647430.15,10258878252439.8
"2008-07-25",50422.78,13319,758221248,5893744151.65,10102089247852.4
"2008-07-24",50393.75,16822,1172038016,13157530199.86,10038279522240.1
"2008-07-23",51544.11,15095,668611328,10526315676.34,10321359626585.9
"2008-07-22",51544.11,15141,587460864,7487366772.09,10321359626585.9
"2008-07-21",52286.88,13406,861511296,6682372159.89,10470093742210.3
"2008-07-18",52286.88,13599,825720512,9983803898.16,10470093742210.3
"2008-07-17",52913.72,13662,430665024,6124977317.69,10595613950413
"2008-07-16",53731.62,18817,825063488,11870597301.41,10759393170812.1
"2008-07-15",54577.89,12191,415781792,5241422763.21,10928853883146.8
"2008-07-14",54942.77,13629,895859712,7611225984.68,11001918667043.9
"2008-07-11",54826,17020,828855488,7751746663.09,10884331713442.5
"2008-07-10",54826,17650,939158272,5601986859.8,10884331713442.5
"2008-07-09",54703.28,19276,1554709504,12917304806.57,10859969565750.4
"2008-07-08",54908.5,18702,1459738240,8236863440.77,10769353785142.6
"2008-07-07",54908.5,15498,984550272,7608541859.26,10769353785142.6
"2008-07-04",55456.58,18446,1178833408,6574680057.21,10876851379371.9
"2008-07-03",57314.12,17048,757048000,7978382372.14,11241174590915.1
"2008-07-02",57047.27,17471,1229199872,10264853507.71,11134679437167.6
"2008-07-01",57047.27,13868,1058255552,8400935455.03,11134679437167.6
"2008-06-30",55949,55949,573179520,9381974978.27,10920315601242.6
"2008-06-27",54905.36,13658,1236774528,12739794993.53,10716615132199.7
"2008-06-26",53365.53,17112,983536960,17294192905.58,10416065547467.2
"2008-06-25",53365.53,15973,1274507776,16107193177.78,10416065547467.2
"2008-06-24",53985.96,13593,709185216,10398163600.67,10537163013055.5
"2008-06-23",53985.96,17983,1009604928,12213756793.53,10537163013055.5
"2008-06-20",54382.21,16524,1418372480,11081172393.54,10603648634910.4
"2008-06-19",56205.18,17569,578402240,6897963740.57,10959097737270.7
"2008-06-18",57101.72,16788,1533581056,10732298189.69,11119460338053.1
"2008-06-17",58625.66,15873,923078208,5809078242.2,11416218567474.1
"2008-06-16",60191.83,16044,784846912,8001717171.86,11721200478387.9
"2008-06-13",60191.83,16164,619527680,8300560936.97,11721200478387.9
"2008-06-12",58520.74,17374,874470528,12291495758.82,11395788361560.9
"2008-06-11",56968.29,17213,660855936,12255730594.59,11093477680840.3
"2008-06-10",56407.8,12706,561968000,10268056752.01,10984333671174.4
"2008-06-09",56407.8,11699,993132096,10813044727.64,10984333671174.4
"2008-06-06",56234.02,16055,1163815424,16351358940.08,10950493853029.9
"2008-06-05",57337.44,17008,868911360,18297655189.89,11328857520684.3
"2008-06-04",58177.2,19455,2028331648,25934552341.91,11483495696342.7
"2008-06-03",58177.2,15491,431188064,7167549348.66,11483495696342.7
"2008-06-02",58929.02,15609,567371392,7150188183.86,11614463952550.2
"2008-05-30",59424.41,15581,662449280,10062036815.89,11712102116416.3
"2008-05-28",59959.99,17092,1673144192,13757158879.65,11817660864040.4
"2008-05-27",59959.99,19021,1721173760,12225198821.37,11817660864040.4
"2008-05-26",60527.43,15766,444097568,8439200398.48,11920974272854.4
"2008-05-23",61263.14,17367,1499370752,9507788120.15,12065874656576.6
"2008-05-22",61263.14,17844,509004864,8467712293.05,12065874656576.6
"2008-05-21",61593.38,18417,838463872,9740411633.38,11943354518875.8
"2008-05-20",62029.33,20794,826199488,14918332299.36,12027888047418.9
"2008-05-19",62711.56,15978,759001920,12671857657.77,12160176881610.4
"2008-05-19",62711.56,15978,759001920,12671857657.77,12160176881610.4
"2008-05-15",62177.72,18262,563910080,9566091386.91,12056660938666.4
"2008-05-14",62502.97,21016,696765760,11403104811.92,12119729487137
"2008-05-13",62463.66,18051,550130944,8634316565.17,12112106373437.9
"2008-05-12",62526.24,18942,734107904,8351324203.53,12124242077795.8
"2008-05-09",62518.07,17665,581106944,9545603782.12,12122656826605
"2008-05-08",62387.44,19809,801308608,18554734601.68,12060882911515.8
"2008-05-07",61557.7,16890,541285760,12584521777.17,11900475245577.1
"2008-05-07",61557.7,16890,541285760,12584521777.17,11900475245577.1
"2008-05-06",60069.86,17813,609385600,10945257993.14,11612843552088.3
"2008-05-05",59243.78,17036,1258332,22803237885.5,11453143764563.6
"2008-05-02",59124.87,14210,519511872,10383545239.62,11430155080973.2
"2008-04-30",59440.91,16611,810208768,14010266949.59,11491252603893.1
"2008-04-29",59663.22,17963,689904960,12201426932.61,11534231734158.9
"2008-04-28",60122.77,17589,611507072,11007703800.6,11623072457610.9
"2008-04-25",60743.07,17218,614481536,11792787542.95,11712575046532.3
"2008-04-24",60743.07,15475,464478112,8274432233.9,11712575046532.3
"2008-04-23",60970.66,16891,476095968,8464305462.64,11756459123831.7
"2008-04-22",61249.85,18164,634635328,12531298384.35,11810293949173.9
"2008-04-21",61418.96,12730,398112192,7239784189.27,11842902794773.1
