Close,Dividend
2002-08-05,0.75
2004-08-16,0.7
2005-08-08,0.7
2006-08-07,0.85
2007-08-13,0.9
2008-08-15,1
2009-09-28,0.50
2010-09-13,2.00
2011-08-08,2.00
2012-08-13,1.60
