Close,Dividend
2001-06-10,0.2
2002-06-10,0.5
2003-06-02,2
2004-08-02,3.5
2005-10-31,2
2006-09-29,2.5
2007-08-03,2.75
2009-12-01,1
2010-10-04,1.50
2011-06-06,2.00
