Close,Dividend
2002-05-13,0.12
2003-04-28,0.22
2005-05-06,0.35
2006-05-02,0.4
2007-05-04,0.45
2008-05-05,0.45
2009-05-04,0.6
2010-04-30,0.75
2011-04-29,0.90
2012-04-24,1.20
