Close,Dividend
2002-04-23,6.65
2003-06-17,2.33
2004-07-01,6.06
2005-04-28,6.5
2006-04-17,9.1
2007-04-30,7.14
2008-04-29,4.7
2010-04-28,7.00
2011-04-29,9.60
2012-05-02,5.00
