Close,Dividend
2001-10-29,0.45
2002-10-14,0.57
2004-10-08,0.75
2005-09-05,0.75
2006-09-04,0.69
2007-09-03,0.71
2008-08-29,0.62
2009-09-04,0.68
2010-08-23,0.86
2011-08-22,0.86
