Close,Dividend
2006-11-29,0.3
2007-05-16,0.3
2008-04-30,0.3
2009-04-27,0.55
2009-08-14,0.25
2010-05-18,0.45
2010-07-30,0.25
2011-06-20,0.40
2012-05-14,0.25
