Close,Dividend
2001-09-05,0.3
2002-08-29,0.15
2005-07-05,0.1
2006-09-08,0.25
2007-09-10,0.25
2008-09-18,0.35
2009-09-04,0.4
2010-06-30,0.40
2011-09-05,0.35
2012-09-03,0.35
