Close,Dividend
2002-04-25,0.35
2003-05-01,0.35
2004-05-03,0.45
2005-05-02,0.2
2006-05-01,0.25
2007-05-09,0.35
2008-05-13,0.49
2010-05-17,0.50
2011-05-16,0.55
2012-04-17,0.65
