Close,Dividend
2001-11-28,1.5
2009-11-30,1.95
2010-04-16,10.60
2010-12-29,1.95
2011-04-18,10.60
2011-11-28,1.50
2012-04-16,1.50
2012-04-16,11.05
2012-12-10,1.50
2013-04-29,18.50
