Close,Dividend
2002-07-29,0.06
2003-05-12,0.07
2004-05-10,0.07
2005-05-09,0.07
2006-06-19,0.08
2007-05-15,0.1
2010-05-14,0.10
2011-05-09,0.12
2012-04-30,0.14
